domain_a,domain_b,lateness_mean_days,mean_recovery_days,n_hazards_observed,n_recoveries,otif,pair,saturation,seed,status,wip_mean,wip_p95,yield_pct
demande,demande,8.000694444444443,1.3333333333333333,8,3,1.0,demande|demande,0.96,61,ok,13.4,17.0,0.9500820248418093
demande,approvisionnement,6.667361111111111,1.0,8,2,1.0,demande|approvisionnement,0.96,42,ok,6.066666666666666,9.0,0.9507273580478649
demande,approvisionnement,3.667361111111111,1.5,8,4,1.0,demande|approvisionnement,0.96,43,ok,6.866666666666666,9.0,0.9498711642070743
demande,approvisionnement,5.66736111111111,1.25,8,4,1.0,demande|approvisionnement,0.96,44,ok,7.866666666666666,10.0,0.9498834498834499
demande,approvisionnement,5.167361111111111,2.5,8,6,1.0,demande|approvisionnement,0.96,45,ok,7.8,10.0,0.949778089231488
demande,approvisionnement,5.000694444444444,2.5,8,4,1.0,demande|approvisionnement,0.96,46,ok,6.2,9.0,0.949813258636788
demande,approvisionnement,4.417361111111111,3.25,8,4,1.0,demande|approvisionnement,0.96,47,ok,7.733333333333333,10.0,0.9501630181648812
demande,approvisionnement,5.667361111111111,1.6666666666666667,8,6,1.0,demande|approvisionnement,0.96,48,ok,8.0,11.0,0.9497311199438859
demande,approvisionnement,4.917361111111111,2.6,8,5,1.0,demande|approvisionnement,0.96,49,ok,8.266666666666667,11.0,0.9503033131124592
demande,approvisionnement,6.66736111111111,2.1666666666666665,8,6,1.0,demande|approvisionnement,0.96,50,ok,8.0,10.0,0.94989512934048
demande,approvisionnement,5.167361111111111,2.0,8,6,1.0,demande|approvisionnement,0.96,51,ok,8.0,10.0,0.9500928505106778
demande,approvisionnement,4.417361111111111,4.666666666666667,8,3,1.0,demande|approvisionnement,0.96,52,ok,6.466666666666667,11.0,0.9503940658321743
demande,approvisionnement,6.167361111111111,1.5,8,4,1.0,demande|approvisionnement,0.96,53,ok,8.266666666666667,11.0,0.9498015409759515
demande,approvisionnement,4.667361111111111,1.5,8,6,1.0,demande|approvisionnement,0.96,54,ok,8.066666666666666,11.0,0.9500116252034411
demande,approvisionnement,5.66736111111111,1.1666666666666667,8,6,1.0,demande|approvisionnement,0.96,55,ok,6.533333333333333,8.0,0.9500115180833909
demande,approvisionnement,5.167361111111111,2.25,8,4,1.0,demande|approvisionnement,0.96,56,ok,7.533333333333333,11.0,0.9500466853408029
demande,approvisionnement,3.6673611111111115,2.8,8,5,1.0,demande|approvisionnement,0.96,57,ok,7.733333333333333,11.0,0.9494054558172068
demande,approvisionnement,4.667361111111111,1.4,8,5,1.0,demande|approvisionnement,0.96,58,ok,8.333333333333334,11.0,0.9500699953336444
demande,approvisionnement,5.66736111111111,2.75,8,4,1.0,demande|approvisionnement,0.96,59,ok,6.2,9.0,0.949813258636788
demande,approvisionnement,5.917361111111111,1.6666666666666667,8,6,1.0,demande|approvisionnement,0.96,60,ok,8.133333333333333,11.0,0.9498829039812646
demande,approvisionnement,5.000694444444444,2.0,8,4,1.0,demande|approvisionnement,0.96,61,ok,7.533333333333333,10.0,0.9505507382235763
demande,logistique,99.41736111111112,2.1666666666666665,8,6,1.0,demande|logistique,0.96,42,ok,6.866666666666666,9.0,0.9505325443786983
demande,logistique,65.83402777777779,1.5,8,4,1.0,demande|logistique,0.96,43,ok,7.466666666666667,9.0,0.949936788874842
demande,logistique,97.66736111111112,1.3333333333333333,8,6,1.0,demande|logistique,0.96,44,ok,8.266666666666667,10.0,0.94994994994995
demande,logistique,100.16736111111112,2.5,8,6,1.0,demande|logistique,0.96,45,ok,7.933333333333334,11.0,0.9497428705002338
demande,logistique,117.46736111111109,2.0,8,6,1.0,demande|logistique,0.96,46,ok,6.866666666666666,9.0,0.9490655917918651
demande,logistique,130.33402777777778,2.0,8,6,1.0,demande|logistique,0.96,47,ok,8.866666666666667,11.0,0.9501633986928104
demande,logistique,80.86736111111112,1.3333333333333333,8,6,1.0,demande|logistique,0.96,48,ok,8.866666666666667,11.0,0.9496304407336436
demande,logistique,98.00069444444442,1.8571428571428572,8,7,1.0,demande|logistique,0.96,49,ok,9.6,11.0,0.949834009590557
demande,logistique,51.66736111111112,1.5,8,6,1.0,demande|logistique,0.96,50,ok,9.066666666666666,11.0,0.9498207885304659
demande,logistique,5.167361111111111,2.0,8,6,1.0,demande|logistique,0.96,51,ok,8.0,10.0,0.9499534450651769
demande,logistique,101.41736111111112,3.5,8,2,1.0,demande|logistique,0.96,52,ok,7.266666666666667,11.0,0.9509937380887558
demande,logistique,100.91736111111112,2.4,8,5,1.0,demande|logistique,0.96,53,ok,9.066666666666666,11.0,0.9495752260893395
demande,logistique,147.66736111111112,1.6666666666666667,8,6,1.0,demande|logistique,0.96,54,ok,9.266666666666667,11.0,0.9500162284972412
demande,logistique,78.66736111111112,1.3333333333333333,8,6,1.0,demande|logistique,0.96,55,ok,7.133333333333334,9.0,0.9497607655502392
demande,logistique,77.66736111111112,1.0,8,3,1.0,demande|logistique,0.96,56,ok,8.6,11.0,0.9498780818206448
demande,logistique,55.66736111111112,3.0,8,5,1.0,demande|logistique,0.96,57,ok,8.533333333333333,12.0,0.9499186991869919
demande,logistique,98.83402777777776,1.4,8,5,1.0,demande|logistique,0.96,58,ok,8.6,11.0,0.9502664298401421
demande,logistique,193.66736111111112,1.2,8,5,1.0,demande|logistique,0.96,59,ok,7.466666666666667,10.0,0.9497448979591837
demande,logistique,40.66736111111112,1.6666666666666667,8,6,1.0,demande|logistique,0.96,60,ok,8.133333333333333,11.0,0.9499298081422555
demande,logistique,49.41736111111112,1.8333333333333333,8,6,1.0,demande|logistique,0.96,61,ok,7.666666666666667,10.0,0.9503529411764706
demande,production,6.667361111111111,1.0,8,2,1.0,demande|production,0.96,42,ok,6.066666666666666,9.0,0.9503264925373134
demande,production,3.667361111111111,1.5,8,4,1.0,demande|production,0.96,43,ok,6.866666666666666,9.0,0.9499766245909304
demande,production,4.167361111111111,1.25,8,4,1.0,demande|production,0.96,44,ok,7.866666666666666,10.0,0.9498717649801819
demande,production,5.667361111111111,2.5,8,6,1.0,demande|production,0.96,45,ok,7.866666666666666,10.0,0.9496369173108457
demande,production,6.000694444444444,2.5,8,4,1.0,demande|production,0.96,46,ok,6.266666666666667,9.0,0.9497311199438859
demande,production,5.000694444444444,1.3333333333333333,8,3,1.0,demande|production,0.96,47,ok,7.466666666666667,10.0,0.9503349503349503
demande,production,5.167361111111111,1.6666666666666667,8,6,1.0,demande|production,0.96,48,ok,8.0,11.0,0.9495660333098757
demande,production,4.417361111111111,2.2,8,5,1.0,demande|production,0.96,49,ok,8.266666666666667,11.0,0.9498249708284714
demande,production,5.417361111111111,1.5,8,6,1.0,demande|production,0.96,50,ok,8.0,10.0,0.9495541999061473
demande,production,4.917361111111111,2.0,8,6,1.0,demande|production,0.96,51,ok,8.0,10.0,0.9499534450651769
demande,production,3.8673611111111112,4.333333333333333,8,3,1.0,demande|production,0.96,52,ok,6.733333333333333,11.0,0.9503149055283415
demande,production,7.000694444444444,1.5,8,4,1.0,demande|production,0.96,53,ok,8.2,11.0,0.9498249708284714
demande,production,4.917361111111111,2.3333333333333335,8,6,1.0,demande|production,0.96,54,ok,7.933333333333334,10.0,0.9501044325829658
demande,production,3.667361111111111,1.1666666666666667,8,6,1.0,demande|production,0.96,55,ok,6.466666666666667,8.0,0.9499068033550793
demande,production,3.6673611111111115,2.25,8,4,1.0,demande|production,0.96,56,ok,7.533333333333333,11.0,0.9495327102803738
demande,production,3.6673611111111115,2.8,8,5,1.0,demande|production,0.96,57,ok,7.8,11.0,0.9500345383375547
demande,production,4.467361111111112,1.4,8,5,1.0,demande|production,0.96,58,ok,8.333333333333334,11.0,0.9502325581395349
demande,production,5.000694444444444,2.0,8,5,1.0,demande|production,0.96,59,ok,6.266666666666667,9.0,0.9497674418604651
demande,production,5.667361111111111,1.6666666666666667,8,6,1.0,demande|production,0.96,60,ok,8.133333333333333,11.0,0.9498594189315839
demande,production,5.66736111111111,1.8333333333333333,8,6,1.0,demande|production,0.96,61,ok,7.733333333333333,10.0,0.9499177051493064
demande,qualite,3.917361111111111,1.0,8,2,1.0,demande|qualite,0.96,42,ok,6.066666666666666,9.0,0.949214168425991
demande,qualite,3.067361111111111,1.5,8,4,1.0,demande|qualite,0.96,43,ok,6.6,9.0,0.9474051663951594
demande,qualite,5.66736111111111,1.25,8,4,1.0,demande|qualite,0.96,44,ok,7.866666666666666,10.0,0.9482196881545264
demande,qualite,5.667361111111111,2.5,8,6,1.0,demande|qualite,0.96,45,ok,7.8,10.0,0.9460473844710298
demande,qualite,5.000694444444444,2.5,8,4,1.0,demande|qualite,0.96,46,ok,6.2,9.0,0.9476279943635509
demande,qualite,8.167361111111111,3.25,8,4,1.0,demande|qualite,0.96,47,ok,7.733333333333333,10.0,0.9461412916763814
demande,qualite,6.66736111111111,1.6666666666666667,8,6,1.0,demande|qualite,0.96,48,ok,8.066666666666666,11.0,0.9454865181711606
demande,qualite,5.167361111111111,2.6,8,5,1.0,demande|qualite,0.96,49,ok,8.2,11.0,0.945479962721342
demande,qualite,5.417361111111111,2.1666666666666665,8,6,1.0,demande|qualite,0.96,50,ok,8.0,10.0,0.9454821386878356
demande,qualite,5.417361111111111,2.0,8,6,1.0,demande|qualite,0.96,51,ok,8.0,10.0,0.9472209248014947
demande,qualite,4.917361111111111,4.666666666666667,8,3,1.0,demande|qualite,0.96,52,ok,6.466666666666667,11.0,0.9456798702802872
demande,qualite,7.66736111111111,1.5,8,4,1.0,demande|qualite,0.96,53,ok,8.2,11.0,0.9458509142053446
demande,qualite,4.417361111111111,1.5,8,6,1.0,demande|qualite,0.96,54,ok,8.0,11.0,0.9453379953379953
demande,qualite,3.667361111111111,1.1666666666666667,8,6,1.0,demande|qualite,0.96,55,ok,6.533333333333333,8.0,0.9484988452655889
demande,qualite,3.8673611111111112,3.8,8,5,1.0,demande|qualite,0.96,56,ok,7.333333333333333,11.0,0.9443673374971084
demande,qualite,4.467361111111112,2.8,8,5,1.0,demande|qualite,0.96,57,ok,7.733333333333333,11.0,0.9443802035152636
demande,qualite,5.167361111111111,1.4,8,5,1.0,demande|qualite,0.96,58,ok,8.333333333333334,11.0,0.9458391445839145
demande,qualite,7.167361111111111,2.75,8,4,1.0,demande|qualite,0.96,59,ok,6.2,9.0,0.9467194043741275
demande,qualite,5.667361111111111,1.6666666666666667,8,6,1.0,demande|qualite,0.96,60,ok,8.133333333333333,11.0,0.946803546430238
demande,qualite,7.667361111111111,2.0,8,4,1.0,demande|qualite,0.96,61,ok,7.6,10.0,0.9464411557434813
approvisionnement,demande,4.667361111111111,2.0,8,3,1.0,approvisionnement|demande,0.96,42,ok,6.133333333333334,11.0,0.9501661129568106
approvisionnement,demande,4.334027777777778,2.2,8,5,1.0,approvisionnement|demande,0.96,43,ok,5.866666666666666,9.0,0.9498699456136203
approvisionnement,demande,3.417361111111111,3.0,8,5,1.0,approvisionnement|demande,0.96,44,ok,6.866666666666666,10.0,0.9500586166471278
approvisionnement,demande,3.917361111111111,1.6,8,5,1.0,approvisionnement|demande,0.96,45,ok,6.4,9.0,0.9500932835820896
approvisionnement,demande,2.917361111111111,1.2,8,5,1.0,approvisionnement|demande,0.96,46,ok,5.733333333333333,9.0,0.9500117343346632
approvisionnement,demande,5.66736111111111,2.6666666666666665,8,3,1.0,approvisionnement|demande,0.96,47,ok,6.866666666666666,9.0,0.9501064081343107
approvisionnement,demande,4.917361111111111,1.0,8,3,1.0,approvisionnement|demande,0.96,48,ok,7.4,10.0,0.950338074143157
approvisionnement,demande,6.000694444444444,3.5,8,4,1.0,approvisionnement|demande,0.96,49,ok,7.266666666666667,10.0,0.9500580720092915
approvisionnement,demande,4.334027777777778,1.3333333333333333,8,3,1.0,approvisionnement|demande,0.96,50,ok,6.866666666666666,9.0,0.9495402027823626
approvisionnement,demande,3.6673611111111115,1.25,8,4,1.0,approvisionnement|demande,0.96,51,ok,7.333333333333333,10.0,0.9500816421740145
approvisionnement,demande,5.000694444444444,4.5,8,2,1.0,approvisionnement|demande,0.96,52,ok,5.8,8.0,0.9499068033550793
approvisionnement,demande,5.167361111111111,1.3333333333333333,8,3,1.0,approvisionnement|demande,0.96,53,ok,7.8,11.0,0.9498941425546931
approvisionnement,demande,3.667361111111111,2.5,8,4,1.0,approvisionnement|demande,0.96,54,ok,6.533333333333333,9.0,0.9500348594004183
approvisionnement,demande,3.3340277777777776,1.75,8,4,1.0,approvisionnement|demande,0.96,55,ok,6.333333333333333,11.0,0.9501064081343107
approvisionnement,demande,6.000694444444444,1.6,8,5,1.0,approvisionnement|demande,0.96,56,ok,6.266666666666667,9.0,0.9497076023391813
approvisionnement,demande,6.000694444444444,3.75,8,4,1.0,approvisionnement|demande,0.96,57,ok,7.333333333333333,10.0,0.9501165501165502
approvisionnement,demande,6.000694444444444,2.6,8,5,1.0,approvisionnement|demande,0.96,58,ok,6.266666666666667,9.0,0.9494474488596285
approvisionnement,demande,3.667361111111111,3.0,8,4,1.0,approvisionnement|demande,0.96,59,ok,6.133333333333334,9.0,0.9498233215547703
approvisionnement,demande,4.417361111111111,1.3333333333333333,8,3,1.0,approvisionnement|demande,0.96,60,ok,7.333333333333333,10.0,0.9495758718190387
approvisionnement,demande,3.417361111111111,1.1666666666666667,8,6,1.0,approvisionnement|demande,0.96,61,ok,6.466666666666667,9.0,0.9499415204678363
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,42,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,43,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,44,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,45,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,46,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,47,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,48,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,49,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,50,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,51,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,52,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,53,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,54,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,55,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,56,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,57,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,58,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,0.0,8,0,1.0,approvisionnement|approvisionnement,0.96,59,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,60,ok,0.2,1.0,0.9501385041551247
approvisionnement,approvisionnement,0.0,2.0,8,1,1.0,approvisionnement|approvisionnement,0.96,61,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,42,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,43,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,44,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,45,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,46,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,183.66736111111112,1.0,8,2,1.0,approvisionnement|logistique,0.96,47,ok,0.9333333333333333,1.0,0.9501278772378516
approvisionnement,logistique,187.66736111111112,1.3333333333333333,8,3,1.0,approvisionnement|logistique,0.96,48,ok,0.6666666666666666,1.0,0.9501661129568106
approvisionnement,logistique,188.66736111111112,0.0,8,0,1.0,approvisionnement|logistique,0.96,49,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,50,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,184.66736111111112,1.5,8,2,1.0,approvisionnement|logistique,0.96,51,ok,0.6666666666666666,1.0,0.9501661129568106
approvisionnement,logistique,183.66736111111112,1.5,8,4,1.0,approvisionnement|logistique,0.96,52,ok,0.9333333333333333,1.0,0.9501278772378516
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,53,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,54,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,55,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,56,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,57,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,2.0,8,1,1.0,approvisionnement|logistique,0.96,58,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,0.0,0.0,8,0,1.0,approvisionnement|logistique,0.96,59,ok,0.2,1.0,0.9501385041551247
approvisionnement,logistique,184.66736111111112,1.5,8,2,1.0,approvisionnement|logistique,0.96,60,ok,0.6666666666666666,1.0,0.9501661129568106
approvisionnement,logistique,181.66736111111112,2.0,8,1,1.0,approvisionnement|logistique,0.96,61,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,42,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,43,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,44,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,45,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,46,ok,0.26666666666666666,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,47,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,48,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,49,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,50,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,51,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,52,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,53,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,54,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,55,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,56,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,57,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,58,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,0.0,8,0,1.0,approvisionnement|production,0.96,59,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,60,ok,0.2,1.0,0.9501385041551247
approvisionnement,production,0.0,2.0,8,1,1.0,approvisionnement|production,0.96,61,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,42,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,43,ok,0.2,1.0,0.9469067405355494
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,44,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,45,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,46,ok,0.2,1.0,0.9427516158818098
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,47,ok,0.2,1.0,0.9441366574330563
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,48,ok,0.2,1.0,0.935826408125577
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,49,ok,0.2,1.0,0.9404432132963989
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,50,ok,0.2,1.0,0.9436749769159741
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,51,ok,0.2,1.0,0.9390581717451524
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,52,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,53,ok,0.2,1.0,0.9395198522622346
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,54,ok,0.2,1.0,0.9445983379501385
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,55,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,56,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,57,ok,0.2,1.0,0.9445983379501385
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,58,ok,0.2,1.0,0.9501385041551247
approvisionnement,qualite,0.0,0.0,8,0,1.0,approvisionnement|qualite,0.96,59,ok,0.2,1.0,0.9427516158818098
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,60,ok,0.2,1.0,0.9390581717451524
approvisionnement,qualite,0.0,2.0,8,1,1.0,approvisionnement|qualite,0.96,61,ok,0.2,1.0,0.938134810710988
logistique,demande,115.4673611111111,1.0,8,1,1.0,logistique|demande,0.96,42,ok,7.866666666666666,13.0,0.9499677211103938
logistique,demande,196.33402777777778,2.0,8,5,1.0,logistique|demande,0.96,43,ok,6.266666666666667,9.0,0.9499312242090784
logistique,demande,77.26736111111111,2.5,8,4,1.0,logistique|demande,0.96,44,ok,7.8,11.0,0.9497679497679498
logistique,demande,96.83402777777779,1.8,8,5,1.0,logistique|demande,0.96,45,ok,6.733333333333333,9.0,0.9497991967871486
logistique,demande,3.167361111111111,1.3333333333333333,8,3,1.0,logistique|demande,0.96,46,ok,5.933333333333334,9.0,0.9504015115729806
logistique,demande,146.1673611111111,1.0,8,2,1.0,logistique|demande,0.96,47,ok,7.866666666666666,10.0,0.9501538461538461
logistique,demande,66.50069444444445,1.25,8,4,1.0,logistique|demande,0.96,48,ok,8.333333333333334,11.0,0.9498080897549454
logistique,demande,65.50069444444445,1.5,8,4,1.0,logistique|demande,0.96,49,ok,8.266666666666667,11.0,0.9498186215235792
logistique,demande,94.33402777777775,2.0,8,4,1.0,logistique|demande,0.96,50,ok,7.8,10.0,0.9489644970414202
logistique,demande,78.86736111111112,1.5,8,6,1.0,logistique|demande,0.96,51,ok,8.066666666666666,10.0,0.949937106918239
logistique,demande,127.1673611111111,2.0,8,4,1.0,logistique|demande,0.96,52,ok,6.933333333333334,10.0,0.9496359223300971
logistique,demande,116.46736111111109,3.4,8,5,1.0,logistique|demande,0.96,53,ok,9.266666666666667,12.0,0.9501466275659824
